Date,Close,High,Low,Open,Volume
2023-01-03,89.16996002197266,91.00903444675865,88.49397783590368,89.29919670644814,20738500
2023-01-04,88.18580627441406,90.70085513619036,87.28118746391154,90.47221846747176,27046500
2023-01-05,86.25726318359375,87.68875649209697,86.0485050068223,87.54958437424933,23136100
2023-01-06,87.6390609741211,87.94722673876367,85.06436149382064,86.84378518782233,26612600
2023-01-09,88.27527618408203,90.29327952571856,88.05657496954396,88.66793875795771,22996700
2023-01-10,88.7126693725586,88.94628133969795,86.18767758839076,86.20756365351119,22855600
2023-01-11,91.71483612060547,91.90370824984832,89.209722598814,89.52783140967345,25998800
2023-01-12,91.36690521240234,92.07270889499591,90.03481936118983,91.8540076668631,22754200
2023-01-13,92.25164031982422,92.4305769886223,90.39268757088354,90.98715351574276,18630700
2023-01-17,91.61542510986328,92.42063634814177,90.30321778183607,92.23175664165689,22935800
2023-01-18,91.2376708984375,93.03498609419738,90.85991904824375,92.3908201005749,19641600
2023-01-19,93.35508728027344,93.84218973534244,90.84003073791773,90.84997377129406,28707700
2023-01-20,98.69335174560547,98.83252387671578,95.34326998119155,95.38302694638394,53704800
2023-01-23,100.61194610595703,100.80082581712875,98.16648323127514,98.54423506930638,31791800
2023-01-24,98.62376403808594,100.49265232781845,98.11677552073209,98.96175891109257,27391400
2023-01-25,96.1584243774414,97.14257232961127,94.69909650490024,96.62564076986686,31000900
2023-01-26,98.57406616210938,98.62376616099837,96.2478893027704,97.69926123736444,24542100
2023-01-27,100.1148910522461,100.97975284333953,98.38517505437072,98.4647041445587,29020400
2023-01-30,97.3712158203125,98.82159430576054,96.9437563632163,98.16152397325153,24365100
2023-01-31,99.27986907958984,99.31963362897807,97.21215801727605,97.28174408262736,22306800
2023-02-01,100.83064270019531,101.58615392585908,97.83842689607496,99.15062661206368,26392600
2023-02-02,108.15709686279297,108.17697534441429,105.91044922398623,106.15897195796846,46622600
2023-02-03,104.59825897216797,107.3817092944591,102.68960602242903,102.89836422777742,36823400
2023-02-06,102.85858917236328,104.08131676229384,101.60603248387551,102.07822415615458,25573000
2023-02-07,107.4015884399414,108.02786301562189,102.9361274702672,103.01764365724162,33738800
2023-02-08,99.40910339355469,102.96795111527899,97.87323456635932,102.08321070182137,73546000
2023-02-09,94.89592742919922,100.01549767586984,93.30538332126699,99.94591160815756,97798600
2023-02-10,94.29946899414062,96.44670152211758,93.97141715737777,95.17426630786277,49325300
2023-02-13,94.43864440917969,94.7865747401405,93.49426099881285,94.44858744272496,43116600
2023-02-14,94.38894653320312,94.61262309725777,92.10254156294916,94.10066678955344,42513100
2023-02-15,96.52622985839844,96.76480956311302,93.80242277533007,94.1801746064875,36964500
2023-02-16,95.21402740478516,97.30161682651516,94.40881618402217,94.97544770683906,35642100
2023-02-17,94.03105163574219,95.18420068397577,92.89778865209826,94.50821858984506,31095100
2023-02-21,91.50608825683594,92.86302047684093,91.45638066839959,92.68905150162686,28367200
2023-02-22,91.25756072998047,91.81424928676839,90.33305575713608,91.39076401503314,29891100
2023-02-23,90.53186798095703,91.58560202461928,89.4781339372948,91.58560202461928,32423700
2023-02-24,88.82202911376953,89.59741887836452,88.33492664858004,89.1003733795921,31295600
2023-02-27,89.56758880615234,89.91551910519517,89.08048638749239,89.55764577351921,22724300
2023-02-28,89.76641845703125,90.90961701568112,88.99102112241957,89.0109071892188,30546900
2023-03-01,89.97517395019531,90.66109154792163,89.31907028314782,89.62724363478166,26323900
2023-03-02,91.76453399658203,91.93353522368606,89.23954205065213,89.32901418080274,23328600
2023-03-03,93.46442413330078,93.55389625915029,92.11246747164465,92.19198898046318,30242500
2023-03-06,95.01521301269531,95.73095969656157,93.74277783440503,93.80242086328992,28288200
2023-03-07,93.6135482788086,95.52220119139895,93.28947819042645,94.85616203715844,24101500
2023-03-08,94.09071350097656,95.67131453092124,93.847158478642,93.847158478642,25395200
